achnbruavodkodem,avad12hodashim,brutoazmaishnatinew,brutosachirnew,gil,hatavotlobbruto,kamapachot,mishkalprat,sacshnati_lepratnew,schumachacherz,shaotavoday,shaotbdk,hour_income,anashim,hishtalmut,kupotgemel,milgatlimudim,mishkalmb,mosdothul,mosdotnew,pensiaavoda,ribit,sacshnatikolel_lembnew,schirut,labour_force_participation_True,haveIncome_True,chipesshavua_2.0,misparhodashimbituah_1.0,misparhodashimhartzaa_1.0,misparhodashimhartzaa_2.0,misparhodashimhartzaa_4.0,misparhodashimhartzaa_5.0,misparhodashimhartzaa_12.0,misparhodashimshiurprati_1.0,misparhodashimshiurprati_2.0,misparhodashimshiurprati_3.0,misparhodashimshiurprati_4.0,misparhodashimshiurprati_5.0,misparhodashimshiurprati_6.0,misparhodashimshiurprati_7.0,misparhodashimshiurprati_12.0,misparhodashimsmartafut_1.0,misparhodashimsmartafut_2.0,misparhodashimsmartafut_3.0,misparhodashimsmartafut_4.0,misparhodashimsmartafut_5.0,misparhodashimsmartafut_12.0,rmbkt_2.0,rmbkt_3.0,schumachnhartzaa_900.0,schumachnhartzaa_1200.0,schumachnhartzaa_1500.0,schumachnhartzaa_2000.0,schummeshekbayit_200.0,schummeshekbayit_500.0,schummeshekbayit_3000.0,schummeshekbayit_4500.0,shana_2011.0,shana_2012.0,yamim_2.0,yamim_3.0,yamim_4.0,yamim_5.0,yamim_6.0,yamim_7.0,esek_12000.0,esek_18000.0,esek_20000.0,esek_24000.0,esek_60000.0,esek_72000.0,esek_900000.0,k_mispchadarim_2.0,k_mispchadarim_3.0,k_mispchadarim_4.0,k_mispchadarim_5.0,k_mispchadarim_98.0,matzavkatid_2.0,matzavkatid_3.0,matzavkatid_4.0,matzavkatid_5.0,matzavkatid_8.0,matzavkatid_9.0,matzavkavar_2.0,matzavkavar_3.0,matzavkavar_4.0,matzavkavar_5.0,matzavkavar_8.0,matzavkavar_9.0,men18up_1.0,men18up_2.0,men18up_3.0,men18up_4.0,men18up_5.0,men18up_6.0,nefashot15up_2.0,nefashot15up_3.0,nefashot15up_4.0,nefashot15up_5.0,nefashot15up_6.0,nefashot15up_7.0,nefashot15up_8.0,taasukaozeret_2.0,taasukaozeret_3.0,avad12hodashim_was_missing_True,c_sachlemaase_was_missing_True,kamapachot_was_missing_True,shaotavoday_was_missing_True,shaotbdk_was_missing_True
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,1.2258607844023857,-0.13152768035189122,-0.28631502141007525,-0.10622018849301512,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-0.041963411784151236,-0.07038900664330865,0.3722275615328627,-0.2814733618232302,-0.05632220492825357,-0.8789287151426867,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,1.5107939553539673,-0.13152768035189122,-0.28631502141007525,-0.2174604175725793,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-0.15183811705625208,-0.07038900664330865,1.8577308743667778,-0.2814733618232302,-0.05632220492825357,-0.19033649096656854,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,0.18445888221139717,-0.9966179490199517,-0.13152768035189122,-0.28631502141007525,-0.49398048069991707,0.13881058506331462,-0.060560935548880146,-0.20832024563654417,0.14138765063444572,0.6420612343113014,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.5569115915639321,-0.07038900664330865,-0.48014123672304293,-0.2814733618232302,-0.05632220492825357,-0.5657459705851243,-0.17889393048136717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2.859692525219428,0.9357574297444325,-0.2261221514507066,-0.05340184742663438,-1.395524388352166,-0.13152768035189122,-0.28631502141007525,-1.102263144263129,-0.08472549119297493,-0.060560935548880146,4.646509575221989,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-1.2026529564643604,-0.07038900664330865,-0.7797491629909052,-0.2814733618232302,-0.05632220492825357,-0.8486210404440891,-0.17889393048136717,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.2020781571985586,-0.4622130111834483,-0.2261221514507066,0.44237216844597343,-0.4267516071167883,-0.13152768035189122,-0.28631502141007525,0.7168487861661255,-0.41958404997440246,-0.060560935548880146,-0.20832024563654417,0.4516182628932839,0.623493502796153,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,1.1232619054295514,-0.07038900664330865,-0.492208852359567,-0.2814733618232302,-0.05632220492825357,1.8769608130619255,4.853774546182417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,-0.24427484353758838,-0.7116847780683699,-0.13152768035189122,2.6676227464932123,0.12253927653354227,-0.28239351316455696,-0.060560935548880146,-0.20832024563654417,0.584574239575643,-0.18236044614996016,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-0.30629740108768155,-0.07038900664330865,-0.49118541888006834,-0.2814733618232302,-0.05632220492825357,-0.20156243707734595,-0.17889393048136717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,1.8527137604958652,-0.13152768035189122,-0.28631502141007525,0.02880305065231828,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.24473526088602288,-0.07038900664330865,0.45969107663298003,-0.2814733618232302,-0.05632220492825357,-0.860937423348907,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,0.31407463735732416,-0.13152768035189122,-0.28631502141007525,0.3102446855614823,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,1.478900773867897,-0.07038900664330865,0.9953709921718824,1.422012361213475,-0.05632220492825357,0.3322445114339389,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,0.8265970307472444,0.0861281005960588,-0.13152768035189122,-0.28631502141007525,-1.4174457009031687,0.7696711951523644,-0.060560935548880146,-0.20832024563654417,1.9141340063992351,0.1403352182322259,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-1.7225179449789632,-0.07038900664330865,-0.5348726793223227,-0.2814733618232302,-0.05632220492825357,0.4147347429617853,-0.17889393048136717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,1.8527137604958652,-0.13152768035189122,-0.28631502141007525,-0.1968440548316039,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.28006917647298735,-0.07038900664330865,0.900959995306588,3.1254980842501805,-0.05632220492825357,0.28426651290667887,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,0.6902591763822773,-0.4837382413071046,-0.13152768035189122,2.3722289697028835,1.3432698053095182,0.6357277716397933,-0.060560935548880146,-0.20832024563654417,1.0277608285168405,0.4239220565435778,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,1.3783833553949676,-0.07038900664330865,-0.24621697452202349,-0.2814733618232302,-0.05632220492825357,0.33957917862160736,-0.17889393048136717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,1.0620896882867332,-1.1105912174005843,-0.13152768035189122,4.144591630444856,4.003738314583507,1.0010280175831687,-0.060560935548880146,-0.20832024563654417,1.0277608285168405,0.7142077965473232,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,3.5996131183843842,-0.07038900664330865,-0.7797491629909052,-0.2814733618232302,-0.05632220492825357,-0.4568692655286575,-0.17889393048136717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,-1.6804575593037476,-0.13152768035189122,-0.28631502141007525,0.06904619085726944,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.021440855192725997,-0.07038900664330865,-0.5449112268429711,-0.2814733618232302,-0.05632220492825357,-0.697068022024936,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,-0.4995984617119814,0.48503453992827317,-0.13152768035189122,-0.28631502141007525,-0.1876411243944132,-0.5332330153790081,-0.060560935548880146,-0.20832024563654417,-0.4347549149891108,0.13363631653983185,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-0.5959277483707759,-0.07038900664330865,0.0482767508221989,-0.2814733618232302,-0.05632220492825357,-0.8401221016262975,-0.17889393048136717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,2.6733552398727087,-1.1105912174005843,2.101673935538014,2.076835192912555,0.8711032726853845,2.6144374371664103,-0.060560935548880146,-0.20832024563654417,0.8061675340462418,2.310779366567926,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.8589611907847072,-0.07038900664330865,-0.7104286019795247,-0.2814733618232302,-0.05632220492825357,0.40313449694643894,-0.17889393048136717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,-0.14181843616520656,-0.13152768035189122,-0.28631502141007525,0.3985109032009058,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.9397019424118738,-0.07038900664330865,-0.6311288229245683,-0.2814733618232302,-0.05632220492825357,0.779711687533838,-0.17889393048136717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
-0.2020781571985586,-1.1611982316473888,-0.2261221514507066,-0.7970628712355461,-1.1105912174005843,-0.13152768035189122,-0.28631502141007525,-1.1286683008016263,-0.8254732121337085,-0.060560935548880146,-0.20832024563654417,-0.9665788217185476,-0.7372209034714058,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,-0.8659752587202182,-0.07038900664330865,-0.3109988305373662,-0.2814733618232302,-0.05632220492825357,-1.0194687490857124,-0.17889393048136717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
-0.2020781571985586,0.9357574297444325,-0.2261221514507066,-0.6731193672673941,0.029141466405742455,-0.13152768035189122,-0.28631502141007525,-0.08529196806714634,-0.7037064634859167,-0.060560935548880146,-0.20832024563654417,0.14138765063444572,-0.5630494594691583,-0.08663972631536085,-0.04570045755918214,-0.05889367575046365,-0.13880872542456704,0.8442425789866557,-0.07038900664330865,1.0304881096510294,-0.2814733618232302,-0.05632220492825357,-0.6995893901463545,-0.17889393048136717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
